Lunar IPS (LIPS) Version 1.03
Apply IPS Patch Log

Offset    Size    RLE    IPS_File_Range       IPS_File_Size
0FBC60      30    No     000EC6F4-000EC728       35
0FBCB0      10    Yes    000EC729-000EC730        8
0FBCC1    13B1    No     000EC731-000EDAE6     13B6
0FD07A      26    Yes    000EDAE7-000EDAEE        8
0FD0A0      30    No     000EDAEF-000EDB23       35
0FD0D0      30    Yes    000EDB24-000EDB2B        8
0FD100      30    No     000EDB2C-000EDB60       35
0FD130      30    Yes    000EDB61-000EDB68        8
0FD160      30    No     000EDB69-000EDB9D       35
0FD190      30    Yes    000EDB9E-000EDBA5        8
0FD1C0      30    No     000EDBA6-000EDBDA       35
0FD1F0      18    Yes    000EDBDB-000EDBE2        8
0FD208    15BD    No     000EDBE3-000EF1A4     15C2
0FE7C5      1B    Yes    000EF1A5-000EF1AC        8
0FE7E0      18    Yes    000EF1AD-000EF1B4        8
0FE7F8      90    No     000EF1B5-000EF249       95
0FE888      18    Yes    000EF24A-000EF251        8
0FE8A0      18    Yes    000EF252-000EF259        8
0FE8B8     219    No     000EF25A-000EF477      21E
0FEAD1       F    Yes    000EF478-000EF47F        8
0FEAE0       D    No     000EF480-000EF491       12
0FEAED       F    Yes    000EF492-000EF499        8
0FEAFC     1D5    No     000EF49A-000EF673      1DA
0FECD8     378    No     000EF674-000EF9F0      37D
0FF050      30    Yes    000EF9F1-000EF9F8        8
0FF080      7B    No     000EF9F9-000EFA78       80
0FF0FB      15    Yes    000EFA79-000EFA80        8
0FF110       1    No     000EFA81-000EFA86        6
0FF111      17    Yes    000EFA87-000EFA8E        8
0FF128     253    No     000EFA8F-000EFCE6      258
0FF381     15F    No     000EFCE7-000EFE4A      164
0FF4E0      12    Yes    000EFE4B-000EFE52        8
0FF4F2     3B6    No     000EFE53-000F020D      3BB
0FF8A9      17    Yes    000F020E-000F0215        8
0FF8C0    5130    No     000F0216-000F534A     5135
1049F0     110    Yes    000F534B-000F5352        8
104B00      49    Yes    000F5353-000F535A        8
104B49       3    No     000F535B-000F5362        8
104B4C      10    Yes    000F5363-000F536A        8
104B5D     124    No     000F536B-000F5493      129
104C90      21    No     000F5494-000F54B9       26
104CC0      FF    No     000F54BA-000F55BD      104
104DBF      19    Yes    000F55BE-000F55C5        8
104DD8      19    No     000F55C6-000F55E3       1E
104DF1       F    Yes    000F55E4-000F55EB        8
104E00      87    No     000F55EC-000F5677       8C
104E90      BC    No     000F5678-000F5738       C1
104F50      A0    Yes    000F5739-000F5740        8
104FF0      7C    No     000F5741-000F57C1       81
10506C     200    Yes    000F57C2-000F57C9        8
106000      68    No     000F57CA-000F5836       6D
106080     279    No     000F5837-000F5AB4      27E
106302      3B    No     000F5AB5-000F5AF4       40
106344       9    No     000F5AF5-000F5B02        E
106382      37    No     000F5B03-000F5B3E       3C
1063C2      77    No     000F5B3F-000F5BBA       7C
106442      77    No     000F5BBB-000F5C36       7C
1064C2      21    No     000F5C37-000F5C5C       26
1064EC       D    No     000F5C5D-000F5C6E       12
106502      59    No     000F5C6F-000F5CCC       5E
106562      59    No     000F5CCD-000F5D2A       5E
1065C2      BB    No     000F5D2B-000F5DEA       C0
106684       D    No     000F5DEB-000F5DFC       12
1066C2      15    No     000F5DFD-000F5E16       1A
1066E8      11    No     000F5E17-000F5E2C       16
106702      37    No     000F5E2D-000F5E68       3C
106740      4D    No     000F5E69-000F5EBA       52
10678D      12    Yes    000F5EBB-000F5EC2        8
10679F       E    No     000F5EC3-000F5ED5       13
1067AD      12    Yes    000F5ED6-000F5EDD        8
1067BF       E    No     000F5EDE-000F5EF0       13
1067CD      12    Yes    000F5EF1-000F5EF8        8
1067DF       E    No     000F5EF9-000F5F0B       13
1067ED      12    Yes    000F5F0C-000F5F13        8
1067FF       E    No     000F5F14-000F5F26       13
10680D      12    Yes    000F5F27-000F5F2E        8
10681F       E    No     000F5F2F-000F5F41       13
10682D      12    Yes    000F5F42-000F5F49        8
10683F       E    No     000F5F4A-000F5F5C       13
10684D      11    Yes    000F5F5D-000F5F64        8
10685F       E    No     000F5F65-000F5F77       13
10686D      12    Yes    000F5F78-000F5F7F        8
10687F       E    No     000F5F80-000F5F92       13
10688D      12    Yes    000F5F93-000F5F9A        8
10689F       1    No     000F5F9B-000F5FA0        6
1068A1      20    Yes    000F5FA1-000F5FA8        8
1068C2      15    No     000F5FA9-000F5FC2       1A
1068E4     1DC    No     000F5FC3-000F61A3      1E1
106AE4      22    No     000F61A4-000F61CA       27
106B26       9    No     000F61CB-000F61D8        E
106B3A       C    No     000F61D9-000F61E9       11
106B64      22    No     000F61EA-000F6210       27
106BA4      1B    No     000F6211-000F6230       20
106BE6      17    No     000F6231-000F624C       1C
106C26       7    No     000F624D-000F6258        C
106C38       1    No     000F6259-000F625E        6
106C66       5    No     000F625F-000F6268        A
106C76       1    No     000F6269-000F626E        6
106CA6       E    No     000F626F-000F6281       13
106CBB       1    No     000F6282-000F6287        6
106CE6      49    No     000F6288-000F62D5       4E
106D3B      7E    No     000F62D6-000F6358       83
106DC0      71    No     000F6359-000F63CE       76
106E40      24    No     000F63CF-000F63F7       29
106E80      34    No     000F63F8-000F6430       39
106EBB      2D    No     000F6431-000F6462       32
106EEF      41    No     000F6463-000F64A8       46
106F3B       3    No     000F64A9-000F64B0        8
106F4A       7    No     000F64B1-000F64BC        C
106F66      8C    No     000F64BD-000F654D       91
106FF3       D    Yes    000F654E-000F6555        8
107000     3E8    No     000F6556-000F6942      3ED
1073E8      18    Yes    000F6943-000F694A        8
107401    11CF    No     000F694B-000F7B1E     11D4
1085D0       F    Yes    000F7B1F-000F7B26        8
1085E0      EA    No     000F7B27-000F7C15       EF
1086CA      26    Yes    000F7C16-000F7C1D        8
1086F0      DF    No     000F7C1E-000F7D01       E4
1087E0      20    Yes    000F7D02-000F7D09        8
108800      C1    No     000F7D0A-000F7DCF       C6
1088C1       9    Yes    000F7DD0-000F7DD7        8
1088D0     2A3    No     000F7DD8-000F807F      2A8
108B73      1D    Yes    000F8080-000F8087        8
108B90      71    No     000F8088-000F80FD       76
108C01       F    Yes    000F80FE-000F8105        8
108C10      41    No     000F8106-000F814B       46
108C51      1F    Yes    000F814C-000F8153        8
108C70     140    No     000F8154-000F8298      145
108DB0      10    Yes    000F8299-000F82A0        8
108DC0      70    No     000F82A1-000F8315       75
108E30       C    Yes    000F8316-000F831D        8
108E40      1E    No     000F831E-000F8340       23
108E70      24    No     000F8341-000F8369       29
108E94      17    Yes    000F836A-000F8371        8
108EB0      8B    No     000F8372-000F8401       90
108F3B      15    Yes    000F8402-000F8409        8
108F50      9C    No     000F840A-000F84AA       A1
108FEC      14    Yes    000F84AB-000F84B2        8
109001      31    No     000F84B3-000F84E8       36
109040      1F    No     000F84E9-000F850C       24
109070      28    No     000F850D-000F8539       2D
1090A0      73    No     000F853A-000F85B1       78
109113      1D    Yes    000F85B2-000F85B9        8
109130      13    No     000F85BA-000F85D1       18
109150      10    Yes    000F85D2-000F85D9        8
109160      6F    No     000F85DA-000F864D       74
1091CF      10    Yes    000F864E-000F8655        8
1091E0       C    No     000F8656-000F8666       11
109200     564    No     000F8667-000F8BCF      569
109764      3B    Yes    000F8BD0-000F8BD7        8
1097A0      11    No     000F8BD8-000F8BED       16
1097B1      57    Yes    000F8BEE-000F8BF5        8
109808     55C    No     000F8BF6-000F9156      561
109D64      3B    Yes    000F9157-000F915E        8
109DA0      11    No     000F915F-000F9174       16
109DB1       F    Yes    000F9175-000F917C        8
109DC0      1D    No     000F917D-000F919E       22
109DDD      20    Yes    000F919F-000F91A6        8
109E00     1F9    No     000F91A7-000F93A4      1FE
10A000      A3    No     000F93A5-000F944C       A8
10A0B0      B1    No     000F944D-000F9502       B6
10A161       F    Yes    000F9503-000F950A        8
10A170      BE    No     000F950B-000F95CD       C3
10A22E      12    Yes    000F95CE-000F95D5        8
10A241      A6    No     000F95D6-000F9680       AB
10A2F0      1A    No     000F9681-000F969F       1F
10A310     351    No     000F96A0-000F99F5      356
10A661       F    Yes    000F99F6-000F99FD        8
10A670     27F    No     000F99FE-000F9C81      284
10A8EF      11    Yes    000F9C82-000F9C89        8
10A900      6F    No     000F9C8A-000F9CFD       74
10A96F      11    Yes    000F9CFE-000F9D05        8
10A980      67    No     000F9D06-000F9D71       6C
10A9E7      19    Yes    000F9D72-000F9D79        8
10AA00      4F    No     000F9D7A-000F9DCD       54
10AA4F      11    Yes    000F9DCE-000F9DD5        8
10AA60       F    No     000F9DD6-000F9DE9       14
10AA6F      11    Yes    000F9DEA-000F9DF1        8
10AA80      13    No     000F9DF2-000F9E09       18
10AAA0      11    No     000F9E0A-000F9E1F       16
10AAB2       8    Yes    000F9E20-000F9E27        8
10AAC0     3CA    No     000F9E28-000FA1F6      3CF
10AE90     144    No     000FA1F7-000FA33F      149
10AFE0      13    No     000FA340-000FA357       18
10B000     564    No     000FA358-000FA8C0      569
10B564      42    Yes    000FA8C1-000FA8C8        8
10B5A6     49B    No     000FA8C9-000FAD68      4A0
10BA41       F    Yes    000FAD69-000FAD70        8
10BA50     249    No     000FAD71-000FAFBE      24E
10BCA0     12B    No     000FAFBF-000FB0EE      130
10BDD0      47    Yes    000FB0EF-000FB0F6        8
10BE20     1A4    No     000FB0F7-000FB29F      1A9
10BFC4      18    Yes    000FB2A0-000FB2A7        8
10BFDC      24    No     000FB2A8-000FB2D0       29
10C008     215    No     000FB2D1-000FB4EA      21A
10C223     341    No     000FB4EB-000FB830      346
10C564      61    Yes    000FB831-000FB838        8
10C5C8       7    No     000FB839-000FB844        C
10C5CF      2E    Yes    000FB845-000FB84C        8
10C600      ED    No     000FB84D-000FB93E       F2
10C6ED      10    Yes    000FB93F-000FB946        8
10C700      88    No     000FB947-000FB9D3       8D
10C7C8      2F    No     000FB9D4-000FBA07       34
10C800      10    Yes    000FBA08-000FBA0F        8
10C810       3    No     000FBA10-000FBA17        8
10C813      1D    Yes    000FBA18-000FBA1F        8
10C830       5    No     000FBA20-000FBA29        A
10C835      1B    Yes    000FBA2A-000FBA31        8
10C850       7    No     000FBA32-000FBA3D        C
10C857      19    Yes    000FBA3E-000FBA45        8
10C870     3A7    No     000FBA46-000FBDF1      3AC
10CC20      3A    No     000FBDF2-000FBE30       3F
10CC61     111    No     000FBE31-000FBF46      116
10CD72       E    Yes    000FBF47-000FBF4E        8
10CD80      52    No     000FBF4F-000FBFA5       57
10CDD2       E    Yes    000FBFA6-000FBFAD        8
10CDE0      61    No     000FBFAE-000FC013       66
10CE41       A    Yes    000FC014-000FC01B        8
10CE50      11    No     000FC01C-000FC031       16
10CE61       D    Yes    000FC032-000FC039        8
10CE70      2A    No     000FC03A-000FC068       2F
10CE9A     15D    Yes    000FC069-000FC070        8
10D000       8    No     000FC071-000FC07D        D
10D010      1C    No     000FC07E-000FC09E       21
10D030      10    Yes    000FC09F-000FC0A6        8
10D040      B6    No     000FC0A7-000FC161       BB
10D100      6F    No     000FC162-000FC1D5       74
10D180      2C    No     000FC1D6-000FC206       31
10D1C0     1BD    No     000FC207-000FC3C8      1C2
10D386      26    No     000FC3C9-000FC3F3       2B
10D3C0      B4    No     000FC3F4-000FC4AC       B9
10D474       C    Yes    000FC4AD-000FC4B4        8
10D487      25    No     000FC4B5-000FC4DE       2A
10D4AC      14    Yes    000FC4DF-000FC4E6        8
10D4C1      26    No     000FC4E7-000FC511       2B
10D4E7      19    Yes    000FC512-000FC519        8
10D500      AD    No     000FC51A-000FC5CB       B2
10D5C0      C0    No     000FC5CC-000FC690       C5
10D687      33    No     000FC691-000FC6C8       38
10D6C7      68    No     000FC6C9-000FC735       6D
10D72F       8    Yes    000FC736-000FC73D        8
10D741      39    No     000FC73E-000FC77B       3E
10D780     175    No     000FC77C-000FC8F5      17A
10D8F5       B    Yes    000FC8F6-000FC8FD        8
10D908       1    No     000FC8FE-000FC903        6
10D910      2E    No     000FC904-000FC936       33
10D948       1    No     000FC937-000FC93C        6
10D950      92    No     000FC93D-000FC9D3       97
10D9E2       E    Yes    000FC9D4-000FC9DB        8
10D9F0       2    No     000FC9DC-000FC9E2        7
10D9F2       C    Yes    000FC9E3-000FC9EA        8
10DA10      2F    No     000FC9EB-000FCA1E       34
10DA48       1    No     000FCA1F-000FCA24        6
10DA50      30    No     000FCA25-000FCA59       35
10DA90      64    No     000FCA5A-000FCAC2       69
10DB10      91    No     000FCAC3-000FCB58       96
10DBA1       F    Yes    000FCB59-000FCB60        8
10DBB0       1    No     000FCB61-000FCB66        6
10DBB1       F    Yes    000FCB67-000FCB6E        8
10DBC0      40    No     000FCB6F-000FCBB3       45
10DC09       1    No     000FCBB4-000FCBB9        6
10DC10      2E    No     000FCBBA-000FCBEC       33
10DC48       1    No     000FCBED-000FCBF2        6
10DC50      2F    No     000FCBF3-000FCC26       34
10DC88       2    No     000FCC27-000FCC2D        7
10DC90      B0    No     000FCC2E-000FCCE2       B5
10DD47      A7    No     000FCCE3-000FCD8E       AC
10DDEE      12    Yes    000FCD8F-000FCD96        8
10DE01      39    No     000FCD97-000FCDD4       3E
10DE48       1    No     000FCDD5-000FCDDA        6
10DE50      1B    No     000FCDDB-000FCDFA       20
10DE6B      15    Yes    000FCDFB-000FCE02        8
10DE81      B9    No     000FCE03-000FCEC0       BE
10DF47      36    No     000FCEC1-000FCEFB       3B
10DF87      39    No     000FCEFC-000FCF39       3E
10DFC7      72    No     000FCF3A-000FCFB0       77
10E048      78    No     000FCFB1-000FD02D       7D
10E0C8       1    No     000FD02E-000FD033        6
10E0D0      30    No     000FD034-000FD068       35
10E108       1    No     000FD069-000FD06E        6
10E110      30    No     000FD06F-000FD0A3       35
10E147      39    No     000FD0A4-000FD0E1       3E
10E187      1F    No     000FD0E2-000FD105       24
10E1A6      15    Yes    000FD106-000FD10D        8
10E1C7      38    No     000FD10E-000FD14A       3D
10E209       1    No     000FD14B-000FD150        6
10E210      6F    No     000FD151-000FD1C4       74
10E288       1    No     000FD1C5-000FD1CA        6
10E290      65    No     000FD1CB-000FD234       6A
10E2F5       B    Yes    000FD235-000FD23C        8
10E308      B1    No     000FD23D-000FD2F2       B6
10E3C1      34    No     000FD2F3-000FD32B       39
10E3F6       A    Yes    000FD32C-000FD333        8
10E408       1    No     000FD334-000FD339        6
10E410      6C    No     000FD33A-000FD3AA       71
10E488      31    No     000FD3AB-000FD3E0       36
10E4C1      3E    No     000FD3E1-000FD423       43
10E508      38    No     000FD424-000FD460       3D
10E548      37    No     000FD461-000FD49C       3C
10E588      B5    No     000FD49D-000FD556       BA
10E648       1    No     000FD557-000FD55C        6
10E650      81    No     000FD55D-000FD5E2       86
10E6D1       F    Yes    000FD5E3-000FD5EA        8
10E6E0       1    No     000FD5EB-000FD5F0        6
10E6E1       F    Yes    000FD5F1-000FD5F8        8
10E6F0       1    No     000FD5F9-000FD5FE        6
10E6F1       E    Yes    000FD5FF-000FD606        8
10E700      11    No     000FD607-000FD61C       16
10E711       F    Yes    000FD61D-000FD624        8
10E720       1    No     000FD625-000FD62A        6
10E721       F    Yes    000FD62B-000FD632        8
10E730       1    No     000FD633-000FD638        6
10E731       A    Yes    000FD639-000FD640        8
10E748       1    No     000FD641-000FD646        6
10E751      97    No     000FD647-000FD6E2       9C
10E7EF      10    No     000FD6E3-000FD6F7       15
10E807      78    No     000FD6F8-000FD774       7D
10E887      82    No     000FD775-000FD7FB       87
10E910       1    No     000FD7FC-000FD801        6
10E919       1    No     000FD802-000FD807        6
10E920       1    No     000FD808-000FD80D        6
10E92A       7    No     000FD80E-000FD819        C
10E93B      45    No     000FD81A-000FD863       4A
10E987      26    No     000FD864-000FD88E       2B
10E9AE      12    Yes    000FD88F-000FD896        8
10E9C0      3E    No     000FD897-000FD8D9       43
10EA07      39    No     000FD8DA-000FD917       3E
10EA47      40    No     000FD918-000FD95C       45
10EA87       F    Yes    000FD95D-000FD964        8
10EA97       1    No     000FD965-000FD96A        6
10EA98      10    Yes    000FD96B-000FD972        8
10EAA8       1    No     000FD973-000FD978        6
10EAA9      10    Yes    000FD979-000FD980        8
10EAB9       8    No     000FD981-000FD98D        D
10EAC1       F    Yes    000FD98E-000FD995        8
10EAD0       1    No     000FD996-000FD99B        6
10EAD1       E    Yes    000FD99C-000FD9A3        8
10EAE0       1    No     000FD9A4-000FD9A9        6
10EAE1       F    Yes    000FD9AA-000FD9B1        8
10EAF0       1    No     000FD9B2-000FD9B7        6
10EAF1       F    Yes    000FD9B8-000FD9BF        8
10EB00      40    No     000FD9C0-000FDA04       45
10EB47      3A    No     000FDA05-000FDA43       3F
10EB81       F    Yes    000FDA44-000FDA4B        8
10EB90       1    No     000FDA4C-000FDA51        6
10EB91       F    Yes    000FDA52-000FDA59        8
10EBA0       1    No     000FDA5A-000FDA5F        6
10EBA1       C    Yes    000FDA60-000FDA67        8
10EBB0       1    No     000FDA68-000FDA6D        6
10EBC7      38    No     000FDA6E-000FDAAA       3D
10EC07      39    No     000FDAAB-000FDAE8       3E
10EC47      40    No     000FDAE9-000FDB2D       45
10EC90       1    No     000FDB2E-000FDB33        6
10EC97       1    No     000FDB34-000FDB39        6
10ECA0       1    No     000FDB3A-000FDB3F        6
10ECA8       1    No     000FDB40-000FDB45        6
10ECB0       1    No     000FDB46-000FDB4B        6
10ECB9       1    No     000FDB4C-000FDB51        6
10ECC0       1    No     000FDB52-000FDB57        6
10ECD0       1    No     000FDB58-000FDB5D        6
10ECE0       1    No     000FDB5E-000FDB63        6
10ECF0       1    No     000FDB64-000FDB69        6
10ED00       1    No     000FDB6A-000FDB6F        6
10ED01       F    Yes    000FDB70-000FDB77        8
10ED10       1    No     000FDB78-000FDB7D        6
10ED11       F    Yes    000FDB7E-000FDB85        8
10ED20       1    No     000FDB86-000FDB8B        6
10ED21       F    Yes    000FDB8C-000FDB93        8
10ED30       1    No     000FDB94-000FDB99        6
10ED31       F    Yes    000FDB9A-000FDBA1        8
10ED40       1    No     000FDBA2-000FDBA7        6
10ED41       F    Yes    000FDBA8-000FDBAF        8
10ED50       1    No     000FDBB0-000FDBB5        6
10ED51       F    Yes    000FDBB6-000FDBBD        8
10ED60       1    No     000FDBBE-000FDBC3        6
10ED61       F    Yes    000FDBC4-000FDBCB        8
10ED70       1    No     000FDBCC-000FDBD1        6
10ED71       C    Yes    000FDBD2-000FDBD9        8
10ED80      41    No     000FDBDA-000FDC1F       46
10EDC1       F    Yes    000FDC20-000FDC27        8
10EDD0       1    No     000FDC28-000FDC2D        6
10EDD1       F    Yes    000FDC2E-000FDC35        8
10EDE0       1    No     000FDC36-000FDC3B        6
10EDE1       F    Yes    000FDC3C-000FDC43        8
10EDF0       1    No     000FDC44-000FDC49        6
10EDF1       E    Yes    000FDC4A-000FDC51        8
10EE07      19    No     000FDC52-000FDC6F       1E
10EE20      20    Yes    000FDC70-000FDC77        8
10EE47      3A    No     000FDC78-000FDCB6       3F
10EE90       1    No     000FDCB7-000FDCBC        6
10EEA0       1    No     000FDCBD-000FDCC2        6
10EEB0       1    No     000FDCC3-000FDCC8        6
10EEC0       1    No     000FDCC9-000FDCCE        6
10EED0       1    No     000FDCCF-000FDCD4        6
10EEE0       1    No     000FDCD5-000FDCDA        6
10EEF0       1    No     000FDCDB-000FDCE0        6
10EF00       1    No     000FDCE1-000FDCE6        6
10EF10       1    No     000FDCE7-000FDCEC        6
10EF20       1    No     000FDCED-000FDCF2        6
10EF30       1    No     000FDCF3-000FDCF8        6
10EF40      34    No     000FDCF9-000FDD31       39
10EF80       1    No     000FDD32-000FDD37        6
10EF81       F    Yes    000FDD38-000FDD3F        8
10EF90       1    No     000FDD40-000FDD45        6
10EF91       F    Yes    000FDD46-000FDD4D        8
10EFA0       1    No     000FDD4E-000FDD53        6
10EFA1       F    Yes    000FDD54-000FDD5B        8
10EFB0       1    No     000FDD5C-000FDD61        6
10EFB1       E    Yes    000FDD62-000FDD69        8
10EFC0      39    No     000FDD6A-000FDDA7       3E
10F000       1    No     000FDDA8-000FDDAD        6
10F001       F    Yes    000FDDAE-000FDDB5        8
10F010       1    No     000FDDB6-000FDDBB        6
10F011       F    Yes    000FDDBC-000FDDC3        8
10F020       1    No     000FDDC4-000FDDC9        6
10F030       1    No     000FDDCA-000FDDCF        6
10F040       2    No     000FDDD0-000FDDD6        7
10F042       F    Yes    000FDDD7-000FDDDE        8
10F051       2    No     000FDDDF-000FDDE5        7
10F053       F    Yes    000FDDE6-000FDDED        8
10F062       2    No     000FDDEE-000FDDF4        7
10F065       E    Yes    000FDDF5-000FDDFC        8
10F073       6    No     000FDDFD-000FDE07        B
10F080      41    No     000FDE08-000FDE4D       46
10F0D0       1    No     000FDE4E-000FDE53        6
10F0E0       1    No     000FDE54-000FDE59        6
10F0F0       1    No     000FDE5A-000FDE5F        6
10F100       1    No     000FDE60-000FDE65        6
10F110       1    No     000FDE66-000FDE6B        6
10F120       1    No     000FDE6C-000FDE71        6
10F130       1    No     000FDE72-000FDE77        6
10F147      3A    No     000FDE78-000FDEB6       3F
10F190       1    No     000FDEB7-000FDEBC        6
10F1A0       1    No     000FDEBD-000FDEC2        6
10F1B0       1    No     000FDEC3-000FDEC8        6
10F1C0       2    No     000FDEC9-000FDECF        7
10F1C2       F    Yes    000FDED0-000FDED7        8
10F1D1       2    No     000FDED8-000FDEDE        7
10F1D3       F    Yes    000FDEDF-000FDEE6        8
10F1E2       2    No     000FDEE7-000FDEED        7
10F1E4       F    Yes    000FDEEE-000FDEF5        8
10F1F3       6    No     000FDEF6-000FDF00        B
10F200       1    No     000FDF01-000FDF06        6
10F210       1    No     000FDF07-000FDF0C        6
10F220       1    No     000FDF0D-000FDF12        6
10F230       1    No     000FDF13-000FDF18        6
10F240       2    No     000FDF19-000FDF1F        7
10F250       3    No     000FDF20-000FDF27        8
10F260       4    No     000FDF28-000FDF30        9
10F270       5    No     000FDF31-000FDF3A        A
10F280       2    No     000FDF3B-000FDF41        7
10F282       F    Yes    000FDF42-000FDF49        8
10F291       2    No     000FDF4A-000FDF50        7
10F293       F    Yes    000FDF51-000FDF58        8
10F2A2       2    No     000FDF59-000FDF5F        7
10F2A4       F    Yes    000FDF60-000FDF67        8
10F2B3       E    No     000FDF68-000FDF7A       13
10F2D0       1    No     000FDF7B-000FDF80        6
10F2E0       1    No     000FDF81-000FDF86        6
10F2F0       1    No     000FDF87-000FDF8C        6
10F300       1    No     000FDF8D-000FDF92        6
10F310       1    No     000FDF93-000FDF98        6
10F320       1    No     000FDF99-000FDF9E        6
10F330       1    No     000FDF9F-000FDFA4        6
10F340       1    No     000FDFA5-000FDFAA        6
10F341       F    Yes    000FDFAB-000FDFB2        8
10F350       1    No     000FDFB3-000FDFB8        6
10F351       F    Yes    000FDFB9-000FDFC0        8
10F360       1    No     000FDFC1-000FDFC6        6
10F361       F    Yes    000FDFC7-000FDFCE        8
10F370       1    No     000FDFCF-000FDFD4        6
10F371       E    Yes    000FDFD5-000FDFDC        8
10F380       1    No     000FDFDD-000FDFE2        6
10F390       1    No     000FDFE3-000FDFE8        6
10F3A0       1    No     000FDFE9-000FDFEE        6
10F3B0       1    No     000FDFEF-000FDFF4        6
10F3C0       5    No     000FDFF5-000FDFFE        A
10F3D0       3    No     000FDFFF-000FE006        8
10F3E0       4    No     000FE007-000FE00F        9
10F3F0       5    No     000FE010-000FE019        A
10F400       1    No     000FE01A-000FE01F        6
10F410       1    No     000FE020-000FE025        6
10F420       1    No     000FE026-000FE02B        6
10F430       1    No     000FE02C-000FE031        6
10F440       2    No     000FE032-000FE038        7
10F450       3    No     000FE039-000FE040        8
10F460       4    No     000FE041-000FE049        9
10F470       5    No     000FE04A-000FE053        A
10F480       2    No     000FE054-000FE05A        7
10F490       3    No     000FE05B-000FE062        8
10F4A0       4    No     000FE063-000FE06B        9
10F4B0       5    No     000FE06C-000FE075        A
10F4C0       1    No     000FE076-000FE07B        6
10F4D0       1    No     000FE07C-000FE081        6
10F4E0       1    No     000FE082-000FE087        6
10F4F0       1    No     000FE088-000FE08D        6
10F500      32    No     000FE08E-000FE0C4       37
10F540       1    No     000FE0C5-000FE0CA        6
10F550       1    No     000FE0CB-000FE0D0        6
10F560       1    No     000FE0D1-000FE0D6        6
10F570       1    No     000FE0D7-000FE0DC        6
10F580       1    No     000FE0DD-000FE0E2        6
10F590       1    No     000FE0E3-000FE0E8        6
10F5A0       1    No     000FE0E9-000FE0EE        6
10F5B0       1    No     000FE0EF-000FE0F4        6
10F5C0       5    No     000FE0F5-000FE0FE        A
10F5D0       3    No     000FE0FF-000FE106        8
10F5E0       3    No     000FE107-000FE10E        8
10F5F0       3    No     000FE10F-000FE116        8
10F600       1    No     000FE117-000FE11C        6
10F610       1    No     000FE11D-000FE122        6
10F620       1    No     000FE123-000FE128        6
10F630       1    No     000FE129-000FE12E        6
10F641       1    No     000FE12F-000FE134        6
10F650       3    No     000FE135-000FE13C        8
10F660       4    No     000FE13D-000FE145        9
10F670       5    No     000FE146-000FE14F        A
10F680       1    No     000FE150-000FE155        6
10F690       1    No     000FE156-000FE15B        6
10F6A0       1    No     000FE15C-000FE161        6
10F6B0       1    No     000FE162-000FE167        6
10F6C0       1    No     000FE168-000FE16D        6
10F6D0       1    No     000FE16E-000FE173        6
10F6E0       1    No     000FE174-000FE179        6
10F6F0       1    No     000FE17A-000FE17F        6
10F700       1    No     000FE180-000FE185        6
10F701       F    Yes    000FE186-000FE18D        8
10F710       1    No     000FE18E-000FE193        6
10F711       F    Yes    000FE194-000FE19B        8
10F720       1    No     000FE19C-000FE1A1        6
10F721       F    Yes    000FE1A2-000FE1A9        8
10F730       2    No     000FE1AA-000FE1B0        7
10F740       1    No     000FE1B1-000FE1B6        6
10F750       1    No     000FE1B7-000FE1BC        6
10F760       1    No     000FE1BD-000FE1C2        6
10F770       1    No     000FE1C3-000FE1C8        6
10F780       2    No     000FE1C9-000FE1CF        7
10F790       3    No     000FE1D0-000FE1D7        8
10F7A0       4    No     000FE1D8-000FE1E0        9
10F7B0       5    No     000FE1E1-000FE1EA        A
10F7C0       1    No     000FE1EB-000FE1F0        6
10F7D0       1    No     000FE1F1-000FE1F6        6
10F7E0       1    No     000FE1F7-000FE1FC        6
10F7F0       1    No     000FE1FD-000FE202        6
10F800      41    No     000FE203-000FE248       46
10F850       1    No     000FE249-000FE24E        6
10F860       1    No     000FE24F-000FE254        6
10F870       1    No     000FE255-000FE25A        6
10F880      81    No     000FE25B-000FE2E0       86
10F910       1    No     000FE2E1-000FE2E6        6
10F920       1    No     000FE2E7-000FE2EC        6
10F930       1    No     000FE2ED-000FE2F2        6
10F940       2    No     000FE2F3-000FE2F9        7
10F950       3    No     000FE2FA-000FE301        8
10F960       4    No     000FE302-000FE30A        9
10F970       5    No     000FE30B-000FE314        A
10F980       1    No     000FE315-000FE31A        6
10F991       1    No     000FE31B-000FE320        6
10F9A2       1    No     000FE321-000FE326        6
10F9B3       1    No     000FE327-000FE32C        6
10F9C0      40    No     000FE32D-000FE371       45
10FA00     200    Yes    000FE372-000FE379        8
110000    25BA    No     000FE37A-00100938     25BF
1125BA      46    Yes    00100939-00100940        8
112600      1B    No     00100941-00100960       20
11261D      13    Yes    00100961-00100968        8
112630     1AA    No     00100969-00100B17      1AF
1127E0      2A    No     00100B18-00100B46       2F
112810      76    No     00100B47-00100BC1       7B
112890      6A    No     00100BC2-00100C30       6F
112900      AD    No     00100C31-00100CE2       B2
1129B0      10    Yes    00100CE3-00100CEA        8
1129C0      1A    No     00100CEB-00100D09       1F
1129E0     207    No     00100D0A-00100F15      20C
112BF0     14A    No     00100F16-00101064      14F
112D40     2DA    No     00101065-00101343      2DF
113020      48    No     00101344-00101390       4D
113070     117    No     00101391-001014AC      11C
113190      99    No     001014AD-0010154A       9E
113230      29    No     0010154B-00101578       2E
